#Datenpunkte Wolf ISM8i für Firmware 1.5
#
159;CWL Excellent;Zeitweiser Feuchteschutz Startdatum;DPT_Date;Out/In;-
160;CWL Excellent;Zeitweiser Feuchteschutz Enddatum;DPT_Date;Out/In;-
161;CWL Excellent;Zeitweiser Feuchteschutz Startzeit;DPT_TimeOfDay;Out/In;-
162;CWL Excellent;Zeitweiser Feuchteschutz Endzeit;DPT_TimeOfDay;Out/In;-
163;CWL Excellent;Lüftungsstufe;DPT_Scaling;Out/-;%
164;CWL Excellent;Ablufttemperatur;DPT_Value_Temp;Out/-;°C
165;CWL Excellent;Frischlufttemperatur;DPT_Value_Temp;Out/-;°C
166;CWL Excellent;Luftdurchsatz Zuluft;DPT_FlowRate_m3/h;Out/-;m³/h
167;CWL Excellent;Luftdurchsatz Abluft;DPT_FlowRate_m3/h;Out/-;m³/h
168;CWL Excellent;Bypass Initialisierung;DPT_Bool;Out/-;-
169;CWL Excellent;Bypass öffnet/offen;DPT_Bool;Out/-;-
170;CWL Excellent;Bypass schließt/geschlossen;DPT_Bool;Out/-;-
171;CWL Excellent;Bypass Fehler;DPT_Bool;Out/-;-
172;CWL Excellent;Frost Status: Initialisierung/Warte;DPT_Bool;Out/-;-
173;CWL Excellent;Frost Status: Kein Frost;DPT_Bool;Out/-;-
174;CWL Excellent;Frost Status: Vorwärmer;DPT_Bool;Out/-;-
175;CWL Excellent;Frost Status: Fehler/Unausgeglichen;DPT_Bool;Out/-;-
#
176;Heizgerät 1 (BWL-1-S);Störung;DPT_Switch;Out/-;-
177;Heizgerät 1 (BWL-1-S);Betriebsart;DPT_HVACContrMode;Out/-;-
178;Heizgerät 1 (BWL-1-S);Heizleistung;DPT_Power;Out/-;kW
179;Heizgerät 1 (BWL-1-S);Kühlleistung;DPT_Power;Out/-;kW
180;Heizgerät 1 (BWL-1-S);Kesseltemperatur;DPT_Value_Temp;Out/-;°C
181;Heizgerät 1 (BWL-1-S);Sammlertemperatur;DPT_Value_Temp;Out/-;°C
182;Heizgerät 1 (BWL-1-S);Rücklauftemperatur;DPT_Value_Temp;Out/-;°C
183;Heizgerät 1 (BWL-1-S);Warmwassertemperatur;DPT_Value_Temp;Out/-;°C
184;Heizgerät 1 (BWL-1-S);Außentemperatur;DPT_Value_Temp;Out/-;°C
185;Heizgerät 1 (BWL-1-S);Status Heizkreispumpe;DPT_Switch;Out/-;-
186;Heizgerät 1 (BWL-1-S);Status Zubringer-/Heizkreispumpe;DPT_Switch;Out/-;-
187;Heizgerät 1 (BWL-1-S);Status 3-Wege-Umschaltventil HZ/WW;DPT_OpenClose;Out/-;-
188;Heizgerät 1 (BWL-1-S);Status 3-Wege-Umschaltventil HZ/K;DPT_OpenClose;Out/-;-
189;Heizgerät 1 (BWL-1-S);Status E-Heizung;DPT_Switch;Out/-;-
190;Heizgerät 1 (BWL-1-S);Anlagendruck;DPT_Value_Pres;Out/-;Pa
191;Heizgerät 1 (BWL-1-S);Leistungsaufnahme;DPT_Power;Out/-;kW
#
192;CWL Excellent;Filterwarnung aktiv;DPT_Switch;Out/-;-
193;CWL Excellent;Filterwarnung zurücksetzen;DPT_Switch;Out/In;-
#
194;Systembedienmodul;1x Warmwasserladung (gobal);DPT_Switch;Out/In;-
#
195;Solarmodul;Tagesertrag;DPT_ActiveEnergy;Out/-;Wh
196;Solarmodul;Gesamtertrag;DPT_ActiveEnergy_kWh;Out/-;kWh
#
197;Heizgerät 1 (TOB,CGB-2,MGK-2);Abgastemperatur;DPT_Value_Temp;Out/-;°C
198;Heizgerät 1 (TOB,CGB-2,MGK-2);Leistungsvorgabe;DPT_Scaling;Out/In;%
199;Heizgerät 1 (TOB,CGB-2,MGK-2);Kesselsolltemperaturvorgabe;DPT_Value_Temp;Out/In;°C
#
200;Heizgerät 2 (TOB,CGB-2,MGK-2);Abgastemperatur;DPT_Value_Temp;Out/-;°C
201;Heizgerät 2 (TOB,CGB-2,MGK-2);Leistungsvorgabe;DPT_Scaling;Out/In;%
202;Heizgerät 2 (TOB,CGB-2,MGK-2);Kesselsolltemperaturvorgabe;DPT_Value_Temp;Out/In;°C
#
203;Heizgerät 3 (TOB,CGB-2,MGK-2);Abgastemperatur;DPT_Value_Temp;Out/-;°C
204;Heizgerät 3 (TOB,CGB-2,MGK-2);Leistungsvorgabe;DPT_Scaling;Out/In;%
205;Heizgerät 3 (TOB,CGB-2,MGK-2);Kesselsolltemperaturvorgabe;DPT_Value_Temp;Out/In;°C
#
206;Heizgerät 4 (TOB,CGB-2,MGK-2);Abgastemperatur;DPT_Value_Temp;Out/-;°C
207;Heizgerät 4 (TOB,CGB-2,MGK-2);Leistungsvorgabe;DPT_Scaling;Out/In;%
208;Heizgerät 4 (TOB,CGB-2,MGK-2);Kesselsolltemperaturvorgabe;DPT_Value_Temp;Out/In;°C
#
209;Kaskadenmodul;Gesamtmodulationsgradvorgabe;DPT_Scaling;Out/In;%
210;Kaskadenmodul;Sammlersolltemperaturvorgabe;DPT_Value_Temp;Out/In;°C
